,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2164,6418-PIQSP,0,0,1,0,0.8591549295774648,1,0,1,1.0,0.0,1.0,1.0,1.0,1.0,2,0,1,0.6243781094527363,0.573171013154858,0
2165,8220-OCUFY,0,0,0,0,0.28169014084507044,1,0,1,1.0,0.0,1.0,1.0,0.0,0.0,1,1,0,0.417910447761194,0.1430360027694438,0
2166,3995-WFCSM,0,0,0,0,0.014084507042253521,1,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0.42388059701492536,0.01068543734133395,0
2167,1895-QTKDO,0,0,0,0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2557213930348259,0.002902146318947612,0
2168,2038-OEQZH,1,0,0,0,0.04225352112676056,1,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0.6746268656716418,0.03338333717978306,0
2170,7927-AUXBZ,0,0,0,0,0.4084507042253521,1,0,1,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.6656716417910449,0.2927648280636972,1
2172,2878-RMWXY,1,1,1,0,1.0,1,1,1,1.0,1.0,1.0,0.0,0.0,1.0,2,1,0,0.8398009950248757,0.869086083544888,0
2175,7375-WMVMT,1,1,1,0,0.9859154929577465,1,0,1,0.0,1.0,1.0,1.0,0.0,1.0,2,1,0,0.7686567164179104,0.7717920609277636,0
2176,1136-XGEQU,0,0,1,1,0.6901408450704225,1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,1,1,0,0.6557213930348259,0.4783752596353565,0
2177,2530-FMFXO,1,0,1,1,0.7746478873239436,1,1,1,0.0,0.0,1.0,1.0,1.0,1.0,2,1,0,0.8452736318407961,0.6756231248557582,0
2178,6844-DZKRF,1,0,0,0,0.014084507042253521,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0.31791044776119404,0.010437341333948765,0
2179,4695-WJZUE,0,1,0,0,0.014084507042253521,1,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0.699502487562189,0.01851488576044311,1
2180,7619-ODSGN,1,0,1,1,0.323943661971831,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.36318407960199006,0.15224440341564738,1
2182,8879-XUAHX,1,0,1,0,0.9859154929577465,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0,0.9751243781094527,0.9861470113085623,0
2183,3689-MOZGR,0,0,0,0,0.39436619718309857,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0.1288557213930348,0.10470805446572815,0
2185,5003-XZWWO,1,0,1,0,0.9859154929577465,1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,2,0,0,0.6562189054726368,0.685212324024925,0
2186,3988-RQIXO,0,1,0,0,0.0,1,0,1,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0,0.7268656716417911,0.008366028156012001,1
2187,7622-FWGEW,1,1,1,0,0.7746478873239436,1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0,0.6706467661691543,0.5545407339026078,0
2189,2514-GINMM,1,0,0,0,0.0,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0.6094527363184079,0.007004384952688669,1
2192,8548-AWOFC,1,0,1,0,0.9154929577464789,1,1,1,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0.4537313432835821,0.4899376875144242,0
2193,9798-DRYDS,0,0,1,1,0.22535211267605634,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,1,1,1,0.4348258706467662,0.12138241403184861,0
2195,6296-DDOOR,0,0,0,0,0.2535211267605634,1,0,1,0.0,1.0,0.0,0.0,1.0,0.0,1,0,0,0.3975124378109453,0.11844564966535888,0
2196,7951-VRDVK,0,0,0,0,0.49295774647887325,1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0.6726368159203979,0.34442072467112855,0
2197,5931-FLJJF,1,1,1,0,0.08450704225352113,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0.5159203980099502,0.05178282944841911,1
2198,4815-YOSUK,1,0,1,1,1.0,1,1,1,1.0,1.0,1.0,1.0,0.0,1.0,1,1,0,0.8621890547263682,0.8676090468497577,0
2199,2659-VXMWZ,1,0,1,1,0.9295774647887324,1,1,1,1.0,1.0,1.0,0.0,1.0,1.0,1,1,0,0.9258706467661691,0.8612162474036464,1
2200,0380-NEAVX,1,1,0,0,0.4647887323943662,1,0,1,0.0,1.0,1.0,0.0,1.0,1.0,1,1,0,0.8119402985074626,0.3836083544888068,0
2201,3207-OYBWH,1,1,1,0,0.7887323943661971,1,1,1,0.0,1.0,1.0,0.0,0.0,1.0,0,1,0,0.7661691542288557,0.6240768520655435,1
2202,4285-GYRQC,0,0,1,0,0.08450704225352113,1,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0,0.6766169154228856,0.06557812139395339,1
2203,7216-EWTRS,0,1,1,0,0.0,1,1,1,0.0,0.0,1.0,0.0,1.0,1.0,0,1,0,0.8213930348258707,0.00946226632817909,1
2205,7036-TYDEC,0,0,0,0,0.9577464788732394,1,1,1,0.0,0.0,1.0,1.0,1.0,1.0,2,0,0,0.8532338308457711,0.8088737595199631,0
2206,5802-ADBRC,0,0,1,0,0.6901408450704225,1,1,1,1.0,0.0,1.0,0.0,1.0,1.0,1,1,1,0.8572139303482588,0.6016732056312023,0
2209,8337-MSSXB,0,0,0,0,0.18309859154929578,1,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0.6771144278606965,0.1341045465035772,1
2210,4312-GVYNH,0,0,1,0,0.971830985915493,0,0,1,1.0,0.0,1.0,1.0,0.0,1.0,2,1,0,0.3144278606965174,0.3867297484421878,0
2211,8495-LJDFO,0,1,0,0,0.8873239436619719,1,1,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1,0,0.9024875621890548,0.8184283406415878,0
2212,0839-JTCUD,0,0,1,1,0.9154929577464789,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,0,0,0.7129353233830846,0.6854431110085392,0
2213,5494-WOZRZ,0,0,1,1,0.9859154929577465,1,0,1,1.0,0.0,1.0,1.0,1.0,1.0,2,1,0,0.6343283582089553,0.6901742441726287,0
2214,1302-UHBDD,1,1,0,0,0.2676056338028169,1,0,1,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0.7134328358208956,0.18805100392337873,0
2215,2234-EOFPT,1,0,1,0,1.0,1,0,1,1.0,1.0,0.0,1.0,1.0,1.0,2,1,0,0.6079601990049751,0.6617182090930072,0
2216,8619-IJNDK,0,0,1,1,0.9859154929577465,1,0,1,1.0,1.0,1.0,1.0,0.0,0.0,2,0,0,0.45572139303482584,0.5162820216939764,0
2217,8378-LKJAF,1,0,1,1,0.5211267605633803,1,1,1,0.0,0.0,1.0,0.0,1.0,1.0,0,1,0,0.8248756218905473,0.45440803138702973,0
2218,8182-BJDSI,0,0,0,0,0.38028169014084506,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0.7134328358208956,0.3008019847680591,1
2219,2528-HFYZX,1,1,1,0,0.22535211267605634,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0.5791044776119403,0.14015693514885763,1
2220,1153-GNOLC,1,0,0,0,0.4507042253521127,0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0,0.20746268656716418,0.1488806831294715,0
2221,3298-QEICA,0,0,1,1,0.30985915492957744,0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,2,0,1,0.16268656716417912,0.09169743826448189,0
2223,3597-YASZG,0,1,1,0,0.971830985915493,1,1,1,0.0,1.0,0.0,1.0,1.0,1.0,2,1,0,0.8577114427860697,0.8458977613662589,0
2224,3496-LFSZU,1,0,1,0,0.04225352112676056,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.5199004975124378,0.031779367643664895,0
2226,2482-CZGBB,1,0,0,0,0.1267605633802817,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.5149253731343284,0.08322178629125318,1
2228,8097-VBQTZ,1,0,0,0,0.7464788732394366,1,0,1,1.0,1.0,0.0,1.0,1.0,0.0,0,1,1,0.5139303482587065,0.4459381490883914,0
2229,4500-HKANN,1,0,1,1,0.30985915492957744,1,1,1,0.0,1.0,0.0,1.0,0.0,0.0,2,0,1,0.41243781094527365,0.16102007846757443,0
2230,9917-KWRBE,0,0,1,1,0.5633802816901409,1,1,1,1.0,1.0,1.0,0.0,1.0,0.0,1,1,0,0.5980099502487561,0.36838218324486494,0
2231,3420-ZDBMA,1,1,0,0,0.056338028169014086,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0.5293532338308458,0.040710823909531506,0
2232,2212-LYASK,1,0,1,1,0.36619718309859156,0,0,1,0.0,1.0,1.0,0.0,0.0,1.0,1,1,0,0.2746268656716418,0.14165705054234942,0
2233,1393-IMKZG,0,0,0,0,0.0,1,0,1,0.0,0.0,0.0,1.0,1.0,1.0,0,1,0,0.772139303482587,0.008891068543734133,0
2234,8069-RHUXK,0,0,1,1,0.9295774647887324,0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,2,0,0,0.17363184079601993,0.2915878144472651,0
2235,3398-GCPMU,0,1,1,1,1.0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0,0.7094527363184079,0.7419859219939996,0
2238,1013-QCWAM,0,1,1,0,0.9154929577464789,1,1,1,0.0,1.0,0.0,0.0,1.0,1.0,0,1,0,0.8213930348258707,0.7698996076621278,0
2239,0866-QLSIR,0,0,0,0,0.4647887323943662,1,1,1,1.0,1.0,0.0,1.0,0.0,0.0,1,1,1,0.45920398009950253,0.23885875836602813,1
2240,6050-FFXES,0,0,1,0,0.9577464788732394,1,1,1,0.0,0.0,1.0,1.0,1.0,1.0,2,0,0,0.8666666666666666,0.8333544888068313,0
2241,7181-BQYBV,0,0,1,1,0.0,1,1,1,1.0,0.0,1.0,0.0,1.0,1.0,0,1,0,0.8378109452736319,0.009652665589660743,1
2243,9554-DFKIC,1,0,1,1,0.4084507042253521,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.3601990049751244,0.18115624278790676,0
2244,5527-ACHSO,0,0,0,0,0.14084507042253522,1,0,1,0.0,0.0,0.0,1.0,1.0,1.0,0,0,1,0.5199004975124378,0.09352642510962382,0
2246,1399-UBQIU,1,0,0,0,0.14084507042253522,1,0,1,0.0,0.0,1.0,0.0,1.0,1.0,0,1,0,0.5084577114427861,0.0800196168936072,0
2248,0336-PIKEI,1,1,1,0,1.0,1,0,1,1.0,1.0,1.0,1.0,1.0,0.0,2,0,0,0.5587064676616916,0.6164262635587353,0
2249,7322-OCWHC,1,1,1,0,1.0,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,2,1,0,0.7442786069651741,0.7750115393491807,0
2250,9537-VHDTA,0,0,0,1,0.0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.32786069651741295,0.003738749134548812,0
2251,4957-TIALW,0,0,0,1,0.19718309859154928,1,0,1,1.0,1.0,1.0,1.0,0.0,0.0,1,0,0,0.4711442786069651,0.11437802907915993,0
2252,2054-PJOCK,0,0,0,0,0.8309859154929577,1,1,1,0.0,0.0,1.0,1.0,1.0,1.0,1,0,0,0.6199004975124378,0.5571486268174475,0
2253,9150-HEPMB,1,0,0,0,0.7746478873239436,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,1,0,1,0.3427860696517413,0.34628432956381255,0
2255,6204-IEUXJ,0,0,0,0,0.028169014084507043,1,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0.6154228855721392,0.02293445649665359,1
2256,3126-WQMGH,0,0,1,0,0.676056338028169,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.3373134328358209,0.2959785368105239,0
2257,4529-CKBCL,0,0,0,0,0.014084507042253521,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0.6164179104477612,0.014683821832448651,1
2258,2506-CLAKW,0,0,0,0,0.07042253521126761,1,0,1,1.0,1.0,1.0,1.0,0.0,1.0,0,1,0,0.7950248756218906,0.06331063927994462,1
2259,7176-WRTNX,1,0,0,0,0.971830985915493,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0,0.9621890547263682,0.8876586660512347,0
2260,1583-IHQZE,1,0,0,0,0.15492957746478872,1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0,1,1,0.9422885572139303,0.15762174013385646,1
2261,5732-IKGQH,1,1,1,0,0.7183098591549296,1,0,1,1.0,0.0,1.0,1.0,1.0,1.0,1,1,0,0.8577114427860697,0.6303311793214863,0
2262,9239-GZHZE,0,0,1,0,1.0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0,0.9492537313432836,0.935310408492961,0
2264,0151-ONTOV,0,0,0,0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.5238805970149254,0.006012000923147936,1
2265,4140-MUHUG,0,1,0,0,0.028169014084507043,1,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0,0.6825870646766169,0.023326794368797598,1
2266,0093-EXYQL,0,1,0,0,0.5492957746478874,1,0,1,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0,0.7293532338308457,0.4217401338564505,0
2267,8064-RAVOH,1,0,0,1,0.0,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0.3144278606965174,0.003582967920609278,0
2269,0320-JDNQG,1,0,1,1,0.30985915492957744,1,0,1,1.0,0.0,0.0,1.0,1.0,1.0,0,1,0,0.8119402985074626,0.26684744980383107,1
2270,7180-PISOG,1,0,1,1,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.5597014925373134,0.006427417493653358,1
2271,9168-INPSZ,0,1,1,0,0.6056338028169014,1,1,1,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0.854726368159204,0.5165993537964458,0
2272,3571-RFHAR,1,0,0,0,0.9014084507042254,1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0,1,0,0.9044776119402985,0.7987999076852065,1
2273,0015-UOCOJ,0,1,0,0,0.08450704225352113,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.29800995024875626,0.03710477729056082,0
2275,2754-SDJRD,0,1,0,0,0.09859154929577464,1,1,1,0.0,0.0,0.0,1.0,1.0,1.0,0,1,0,0.8149253731343284,0.10267135933533349,0
2276,9578-VRMNM,0,0,0,0,0.2112676056338028,1,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0.46716417910447766,0.11822640203092545,1
2277,1587-FKLZB,1,1,1,1,0.9154929577464789,1,1,1,0.0,0.0,1.0,0.0,1.0,1.0,0,1,0,0.8084577114427861,0.7850623124855758,1
2278,6140-QNRQQ,1,0,0,0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0.5303482587064676,0.006087006692822525,1
2279,8963-JLGJT,1,0,0,1,0.028169014084507043,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0.3746268656716418,0.016010846988229865,0
2280,4307-KTUMW,1,0,1,0,0.7323943661971831,1,1,1,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0.7527363184079603,0.5781675513501038,1
2281,1465-LNTLJ,1,1,1,0,0.09859154929577464,1,0,1,0.0,0.0,1.0,1.0,0.0,1.0,0,1,0,0.45920398009950253,0.06495499653819525,0
2282,5440-FLBQG,1,1,1,0,0.9577464788732394,1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,2,1,0,0.8970149253731344,0.8423032540964689,1
2283,2135-DQWAQ,0,0,0,0,0.056338028169014086,1,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0,1,1,0.6671641791044776,0.04634779598430648,0
2284,4056-QHXHZ,0,0,1,1,1.0,1,1,1,1.0,0.0,1.0,1.0,1.0,1.0,2,0,1,0.8875621890547264,0.8721324717285944,0
2285,7470-MCQTK,0,0,1,0,0.16901408450704225,0,0,1,0.0,0.0,1.0,0.0,1.0,1.0,0,1,0,0.3034825870646766,0.07092084006462036,1
2286,7488-MXJIV,0,0,0,0,0.04225352112676056,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0.6706467661691543,0.03494691899376875,1
2287,7401-JIXNM,0,0,1,1,0.7464788732394366,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,0,0,0.7268656716417911,0.5707592891760904,0
2288,9339-FIIJL,1,0,1,0,1.0,1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,2,0,0,0.6736318407960199,0.7077198246018924,0
2289,2027-FECZV,1,0,0,0,0.15492957746478872,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,0,1,0,0.8800995024875622,0.1425225017309024,1
2290,2672-DZUOY,1,0,0,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.06865671641791044,0.000732748672974844,1
2291,4706-DGAHW,1,1,0,0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2681592039800995,0.003046388183706439,0
2292,3870-MQAMG,0,0,1,0,0.7464788732394366,1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0.9164179104477611,0.6778617585968151,1
2293,6670-MFRPK,1,0,1,1,0.9577464788732394,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,2,1,0,0.6064676616915423,0.6233383337179782,0
2294,6177-PEVRA,0,0,0,0,0.6619718309859155,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,2,0,0,0.3706467661691542,0.30100969305331177,0
2295,4800-CZMPC,0,0,1,1,0.6619718309859155,1,1,1,1.0,1.0,0.0,0.0,1.0,1.0,1,1,0,0.845771144278607,0.5791310870066928,1
2296,4813-HQMGZ,0,0,1,0,0.09859154929577464,1,1,1,0.0,0.0,0.0,1.0,0.0,1.0,0,1,0,0.7164179104477612,0.08365451188552966,0
2297,7579-KKLOE,1,0,1,1,0.9859154929577465,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,1,1,0.7263681592039801,0.7582275559658436,0
2298,7377-DMMRI,1,0,0,0,0.014084507042253521,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.29402985074626864,0.008498730671590123,1
2299,8402-EIVQS,1,0,1,0,0.9295774647887324,1,0,1,1.0,1.0,0.0,0.0,1.0,1.0,1,1,0,0.8223880597014926,0.7747922917147472,0
2300,4947-DSMXK,1,0,1,1,0.4647887323943662,1,1,1,0.0,1.0,0.0,0.0,1.0,1.0,0,1,0,0.7905472636815921,0.3913224094161089,0
2301,7245-NIIWQ,0,0,0,0,0.028169014084507043,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.5134328358208955,0.02089199169166859,0
2302,0002-ORFBO,0,0,1,1,0.11267605633802817,1,0,1,0.0,1.0,0.0,1.0,1.0,0.0,1,1,1,0.4711442786069651,0.06629356104315716,0
2303,3324-OIRTO,1,0,1,1,0.9859154929577465,1,0,1,1.0,1.0,1.0,0.0,1.0,1.0,1,1,0,0.8597014925373135,0.8388645280406184,0
2304,5414-OFQCB,1,0,0,0,0.7887323943661971,1,1,1,0.0,0.0,0.0,1.0,1.0,0.0,2,1,0,0.718407960199005,0.6013154858066005,0
2305,4967-WPNCF,1,0,0,0,1.0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0,0.45223880597014926,0.513039464574198,0
2306,8552-OBVRU,0,1,1,1,0.6619718309859155,1,0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1,0,0.8582089552238806,0.5826505885068082,0
2308,9154-QDGTH,1,0,1,1,0.5915492957746479,1,1,1,0.0,0.0,1.0,1.0,1.0,1.0,1,1,0,0.8562189054726368,0.5115451188552966,0
2309,8197-BFWVU,0,0,1,1,1.0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0,0.746268656716418,0.7696918993768751,0
2310,2577-GVSIL,1,0,1,1,0.4788732394366197,1,1,1,0.0,0.0,0.0,1.0,1.0,1.0,1,1,0,0.5492537313432836,0.3049042234018001,0
2313,6463-HHXJR,0,0,1,1,0.9859154929577465,1,1,1,1.0,1.0,1.0,0.0,1.0,0.0,2,0,0,0.818407960199005,0.8091218555273482,0
2314,7928-VJYAB,1,0,1,1,0.14084507042253522,1,0,1,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0.7199004975124378,0.11555504269559198,0
2315,1187-WILMM,1,0,1,1,0.8732394366197183,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0,0.7079601990049752,0.6437629817678282,0
2316,9776-OJUZI,0,1,0,0,0.9014084507042254,1,1,1,0.0,1.0,1.0,0.0,1.0,0.0,0,1,0,0.7681592039800995,0.7159589199169167,0
2318,8949-JTMAY,0,0,0,0,0.39436619718309857,1,1,1,0.0,0.0,1.0,0.0,1.0,1.0,0,1,0,0.799502487562189,0.33630279252250167,1
2319,2774-LVQUS,0,1,1,0,0.19718309859154928,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0,1,0,0.6447761194029851,0.14303023309485344,1
2321,2266-SJNAT,0,0,1,0,1.0,1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0.9044776119402985,0.896699746134318,0
2322,0869-PAPRP,0,1,1,0,0.352112676056338,1,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0,0.6711442786069652,0.23634894991922453,0
2323,4238-JSSWH,0,1,1,0,0.4788732394366197,1,1,1,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0.8338308457711443,0.3962324024924994,0
2324,2972-YDYUW,0,0,0,0,0.7887323943661971,1,1,1,0.0,1.0,0.0,1.0,0.0,1.0,1,0,0,0.7606965174129353,0.6289118393722594,0
2325,1104-FEJAM,1,0,1,1,0.38028169014084506,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0.45920398009950253,0.20578698361412417,0
2327,5499-ECUTN,0,0,1,0,0.647887323943662,1,0,1,1.0,0.0,1.0,0.0,1.0,0.0,1,1,0,0.47562189054726367,0.3464862681744749,0
2328,4981-FLTMF,0,0,1,1,0.7887323943661971,1,1,1,1.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0.46716417910447766,0.4233844911147011,0
2329,9121-PHQSR,1,1,1,0,0.2112676056338028,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0.6646766169154229,0.15836025848142166,0
2330,3113-IWHLC,1,0,0,0,0.056338028169014086,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0,1,1,0.37363184079601985,0.029488806831294716,0
2331,3211-ILJTT,1,0,1,0,0.22535211267605634,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.518905472636816,0.13792407108239096,1
2332,4612-THJBS,0,1,0,0,0.7746478873239436,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,1,1,0,0.8606965174129353,0.6337237479806138,1
2334,4094-NSEDU,0,1,0,0,0.28169014084507044,1,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0,0.7562189054726368,0.22558850680821602,1
2335,0234-TEVTT,0,0,1,1,0.6619718309859155,0,0,1,1.0,0.0,1.0,0.0,0.0,1.0,1,0,0,0.26616915422885573,0.2512693284098777,0
2336,4304-TSPVK,0,0,1,0,0.9436619718309859,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,0,0,0.9616915422885572,0.902925225017309,0
2337,1552-AAGRX,0,0,0,0,0.4084507042253521,1,1,1,1.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.8771144278606966,0.3684629586891299,0
2338,2637-FKFSY,0,0,1,0,0.028169014084507043,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0.2771144278606965,0.012849065312716363,0
2339,9796-MVYXX,0,1,0,0,0.18309859154929578,0,0,1,1.0,0.0,1.0,1.0,0.0,0.0,2,0,1,0.21343283582089556,0.07772328640664668,0
2341,0020-INWCK,0,0,1,1,0.9859154929577465,1,1,1,0.0,1.0,1.0,0.0,0.0,1.0,2,1,0,0.7711442786069652,0.7882067851373182,0
2343,2683-JXWQQ,1,0,1,1,0.8450704225352113,0,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.1527363184079602,0.24214170320793904,0
2344,9548-ZMVTX,1,0,1,1,1.0,1,1,1,0.0,1.0,1.0,1.0,0.0,0.0,2,0,0,0.718407960199005,0.7554869605354259,0
2345,8739-XNIKG,0,0,0,0,0.056338028169014086,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0.654228855721393,0.04684398799907685,0
2346,9755-JHNMN,0,0,0,0,0.676056338028169,1,0,1,1.0,1.0,1.0,1.0,0.0,0.0,2,0,0,0.4890547263681593,0.37941957073621047,0
2348,2789-HQBOU,1,0,0,0,0.028169014084507043,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0.617910447761194,0.02711747057465959,0
2350,5067-WJEUN,1,0,1,1,0.9295774647887324,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,2,1,0,0.3577114427860697,0.44073390260789286,0
2351,3450-WXOAT,1,0,0,0,0.6338028169014085,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.2681592039800995,0.2361354719593815,0
2352,9251-WNSOD,0,0,1,0,0.9295774647887324,1,1,1,1.0,1.0,1.0,0.0,0.0,1.0,1,0,1,0.5656716417910447,0.5822351719363027,0
2354,2616-UUTFK,1,0,1,0,0.4507042253521127,1,1,1,1.0,1.0,1.0,0.0,1.0,0.0,0,1,0,0.5422885572139303,0.2802504038772213,0
2356,5103-MHMHY,0,0,0,1,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.2756218905472637,0.0031329333025617357,1
2357,7989-AWGEH,1,0,1,1,0.676056338028169,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0.2084577114427861,0.20994114931917843,0
2358,4373-VVHQL,1,0,0,0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.263681592039801,0.002994461112393261,0
2359,4559-UWIHT,1,0,1,0,0.18309859154929578,1,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0,1,0,0.6407960199004976,0.1345718901453958,0
2360,7268-IGMFD,1,1,0,0,0.23943661971830985,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0.7527363184079603,0.19906531271636282,0
2361,1846-XWOQN,0,1,0,0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.5164179104477612,0.005925455804292639,1
2362,0235-KGSLC,0,0,0,0,0.0,1,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0,0.6696517412935323,0.007702515578121394,1
2363,6650-BWFRT,0,0,1,0,1.0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0,0.9840796019900498,0.9820793907223634,0
2364,9570-KYEUA,1,0,0,0,0.8873239436619719,1,1,1,1.0,0.0,1.0,1.0,0.0,1.0,2,0,0,0.8059701492537313,0.7535945072697899,0
2365,6993-YGFJV,1,0,1,0,0.9577464788732394,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0,0.9383084577114428,0.8986498961458573,0
2367,0730-BGQGF,1,0,1,1,0.9859154929577465,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,0,0,0.7169154228855721,0.7233441033925686,0
